"scientificName","catalogNumber","institutionCode","year","month","day","decimalLongitude","decimalLatitude"
"Gevuina avellana Molina","99547364","iNaturalist",2021,10,24,-73.354132,-37.693299
"Gevuina avellana Molina","98534677","iNaturalist",2021,10,17,-72.878317,-41.308539
"Gevuina avellana Molina","98529644","iNaturalist",2021,10,17,-72.979204,-41.311549
"Gevuina avellana Molina","98522722","iNaturalist",2021,10,17,-71.655683,-36.881391
"Gevuina avellana Molina","97835687","iNaturalist",2021,10,10,-72.270526,-41.285884
"Gevuina avellana Molina","97761037","iNaturalist",2021,10,4,-72.829132,-37.776012
"Gevuina avellana Molina","98099666","iNaturalist",2021,10,7,-71.755242,-39.773627
"Gevuina avellana Molina","94489154","iNaturalist",2012,1,15,-73.236596,-38.01794
"Gevuina avellana Molina","93657821","iNaturalist",2021,9,4,-71.111615,-35.711717
"Gevuina avellana Molina","96355914","iNaturalist",2021,9,26,-72.092254,-39.339361
"Gevuina avellana Molina","93966586","iNaturalist",2021,8,26,-72.196448,-39.496792
"Gevuina avellana Molina","93526850","iNaturalist",2017,11,17,-72.594709,-36.652282
"Gevuina avellana Molina","94049991","iNaturalist",2021,8,29,-72.991399,-36.878484
"Gevuina avellana Molina","92992538","iNaturalist",2021,8,24,-72.635178,-39.370033
"Gevuina avellana Molina","92713819","iNaturalist",2017,3,4,-71.120814,-35.982916
"Gevuina avellana Molina","92713867","iNaturalist",2009,1,10,-71.123218,-35.983055
"Gevuina avellana Molina","90836090","iNaturalist",2021,8,1,-71.649671,-36.871456
"Gevuina avellana Molina","90214175","iNaturalist",2021,8,5,-72.9917,-36.878198
"Gevuina avellana Molina","90835868","iNaturalist",2021,8,1,-71.651553,-36.873954
"Gevuina avellana Molina","90827796","iNaturalist",2021,8,1,-71.648555,-36.859026
"Gevuina avellana Molina","89934166","iNaturalist",2021,8,3,-73.180301,-38.012999
"Gevuina avellana Molina","89936581","iNaturalist",2021,8,4,-73.66791,-42.383928
"Gevuina avellana Molina","87926897","iNaturalist",2021,7,15,-71.708653,-38.843378
"Gevuina avellana Molina","87926785","iNaturalist",2021,7,15,-71.650389,-38.826972
"Gevuina avellana Molina","87591833","iNaturalist",2021,7,18,-72.978699,-41.310146
"Gevuina avellana Molina","86661522","iNaturalist",2015,1,25,-72.507731,-35.830517
"Gevuina avellana Molina","57279764","iNaturalist",2020,8,22,-73.638406,-41.691964
"Gevuina avellana Molina","86781432","iNaturalist",2021,1,15,-71.642124,-36.857129
"Gevuina avellana Molina","86485745","iNaturalist",2021,7,10,-71.888497,-38.664863
"Gevuina avellana Molina","86230375","iNaturalist",2021,7,8,-72.99662,-36.93597
"Gevuina avellana Molina","84651380","iNaturalist",2021,6,26,-73.36264,-38.791885
"Gevuina avellana Molina","66578737","iNaturalist",2020,12,13,-73.824096,-42.49861
"Gevuina avellana Molina","68707639","iNaturalist",2021,1,14,-73.472411,-42.139625
"Gevuina avellana Molina","2836172","iNaturalist",2016,3,16,-71.718978,-39.166022
"Gevuina avellana Molina","84017166","iNaturalist",2021,6,21,-73.138768,-39.829495
"Gevuina avellana Molina","84085245","iNaturalist",2021,6,22,-72.021511,-41.088295
"Gevuina avellana Molina","83676939","iNaturalist",2021,6,19,-73.161865,-40.565219
"Gevuina avellana Molina","83330610","iNaturalist",2020,2,26,-73.028228,-41.128619
"Gevuina avellana Molina","81658881","iNaturalist",2016,12,18,-73.712558,-40.242958
"Gevuina avellana Molina","81473553","iNaturalist",2021,6,3,-72.809488,-36.441082
"Gevuina avellana Molina","81121034","iNaturalist",2021,2,12,-72.15119,-39.496874
"Gevuina avellana Molina","75540352","iNaturalist",2021,3,25,-72.908069,-41.415845
"Gevuina avellana Molina","75552205","iNaturalist",2021,4,28,-72.06627,-36.586463
"Gevuina avellana Molina","20400854","iNaturalist",2012,3,2,-72.964309,-41.486616
"Gevuina avellana Molina","75232510","iNaturalist",2021,4,25,-73.181734,-38.011004
"Gevuina avellana Molina","75448622","iNaturalist",2021,3,5,-72.214449,-38.672514
"Gevuina avellana Molina","74806509","iNaturalist",2021,4,21,-73.149916,-39.818064
"Gevuina avellana Molina","50623973","iNaturalist",2018,7,23,-71.718567,-36.844703
"Gevuina avellana Molina","50623968","iNaturalist",2018,5,29,-71.709358,-36.849567
"Gevuina avellana Molina","73525846","iNaturalist",2021,4,10,-73.625755,-41.215297
"Gevuina avellana Molina","70070861","iNaturalist",2021,2,17,-71.811083,-39.180781
"Gevuina avellana Molina","71179681","iNaturalist",2021,3,9,-72.481464,-41.163096
"Gevuina avellana Molina","70877356","iNaturalist",2021,3,7,-72.661606,-38.754272
"Gevuina avellana Molina","69632045","iNaturalist",2021,2,15,-73.232916,-39.856953
"Gevuina avellana Molina","70093836","iNaturalist",2021,2,24,-72.506196,-35.834656
"Gevuina avellana Molina","70152701","iNaturalist",2019,2,11,-71.875909,-39.335326
"Gevuina avellana Molina","69651169","iNaturalist",2020,2,15,-71.072158,-35.682419
"Gevuina avellana Molina","68842594","iNaturalist",2021,1,5,-72.982353,-36.882244
"Gevuina avellana Molina","68762948","iNaturalist",2020,12,31,-73.19831,-37.257764
"Gevuina avellana Molina","68843857","iNaturalist",2021,1,5,-72.979505,-36.890718
"Gevuina avellana Molina","68907721","iNaturalist",2021,1,31,-71.722197,-39.331975
"Gevuina avellana Molina","68849300","iNaturalist",2021,1,22,-72.409005,-35.868536
"Gevuina avellana Molina","68843232","iNaturalist",2021,1,5,-72.981242,-36.886965
"Gevuina avellana Molina","1725","LIB",2012,1,NA,-71.749443,-38.447379
"Gevuina avellana Molina","1034","LIB",2012,1,NA,-71.728991,-36.798946
"Gevuina avellana Molina","1017","LIB",2012,1,NA,-71.729163,-36.799374
"Gevuina avellana Molina","977","LIB",2012,1,NA,-71.743275,-36.791311
"Gevuina avellana Molina","1746","LIB",2012,1,NA,-71.749194,-38.447781
"Gevuina avellana Molina","67754713","iNaturalist",2021,1,8,-71.888205,-39.32652
"Gevuina avellana Molina","68659106","iNaturalist",2021,1,18,-73.23184,-39.856213
"Gevuina avellana Molina","67403444","iNaturalist",2021,1,1,-72.210991,-38.632177
"Gevuina avellana Molina","66621197","iNaturalist",2020,12,15,-72.848778,-39.093605
"Gevuina avellana Molina","K000324617","K",2000,3,6,-71.98,-39.31
"Gevuina avellana Molina","65471428","iNaturalist",2020,11,22,-72.8946,-41.339372
"Gevuina avellana Molina","65590529","iNaturalist",2020,11,25,-73.026,-36.841319
"Gevuina avellana Molina","64884789","iNaturalist",2020,11,14,-72.177624,-38.622226
"Gevuina avellana Molina","","",2020,8,16,-73.768196,-42.444004
"Gevuina avellana Molina","","",2020,2,15,-71.778872,-39.28204
"Gevuina avellana Molina","","",2015,12,29,-71.918669,-39.866519
"Gevuina avellana Molina","","",2015,12,29,-71.961464,-39.854164
"Gevuina avellana Molina","61619314","iNaturalist",2020,10,3,-71.697595,-38.466255
"Gevuina avellana Molina","60433873","iNaturalist",2020,9,20,-71.639444,-37.875278
"Gevuina avellana Molina","56374613","iNaturalist",2020,8,13,-73.044464,-36.862137
"Gevuina avellana Molina","56583641","iNaturalist",2020,8,15,-73.824686,-42.497323
"Gevuina avellana Molina","1855","VALPL",2013,4,1,-72.131944,-36.622778
"Gevuina avellana Molina","2197","VALPL",2017,1,4,-71.081782,-35.59635
"Gevuina avellana Molina","12624","UCh",2015,1,6,-74.09662,-42.604
"Gevuina avellana Molina","39092120","iNaturalist",2020,2,23,-73.55697,-41.608678
"Gevuina avellana Molina","50115014","iNaturalist",2020,6,12,-72.965608,-36.768389
"Gevuina avellana Molina","","",2020,2,25,-71.78002,-39.363432
"Gevuina avellana Molina","","",2020,1,26,-72.08371,-39.837395
"Gevuina avellana Molina","47294176","iNaturalist",2020,5,25,-73.786163,-42.509393
"Gevuina avellana Molina","48057245","iNaturalist",2020,5,31,-72.211888,-38.623028
"Gevuina avellana Molina","39081020","iNaturalist",2020,2,22,-73.249612,-39.803141
"Gevuina avellana Molina","44487919","iNaturalist",2015,2,10,-72.538778,-41.207087
"Gevuina avellana Molina","44531648","iNaturalist",2020,5,1,-73.932047,-42.812489
"Gevuina avellana Molina","40089145","iNaturalist",2020,3,2,-73.030563,-41.124105
"Gevuina avellana Molina","39627189","iNaturalist",2018,5,9,-72.454665,-41.169174
"Gevuina avellana Molina","39536128","iNaturalist",2020,3,3,-73.159859,-39.236004
"Gevuina avellana Molina","39217024","iNaturalist",2020,2,22,-73.26501,-39.807746
"Gevuina avellana Molina","39325936","iNaturalist",2020,2,28,-73.786002,-42.483438
"Gevuina avellana Molina","39533750","iNaturalist",2020,2,20,-72.593553,-41.593088
"Gevuina avellana Molina","39384837","iNaturalist",2020,2,29,-73.088061,-36.942875
"Gevuina avellana Molina","39384839","iNaturalist",2020,2,29,-73.08813,-36.942936
"Gevuina avellana Molina","39210494","iNaturalist",2020,2,20,-73.296886,-39.699243
"Gevuina avellana Molina","39219101","iNaturalist",2020,2,23,-73.249676,-39.805346
"Gevuina avellana Molina","38725215","iNaturalist",2019,1,17,-73.261964,-39.799141
"Gevuina avellana Molina","38734343","iNaturalist",2020,1,30,-73.957002,-42.682889
"Gevuina avellana Molina","38691953","iNaturalist",2020,1,31,-71.681927,-36.829321
"Gevuina avellana Molina","38519071","iNaturalist",2020,1,17,-72.419007,-41.147525
"Gevuina avellana Molina","38571207","iNaturalist",2020,2,12,-72.530368,-36.711118
"Gevuina avellana Molina","39100395","iNaturalist",2005,1,24,-73.666478,-41.884454
"Gevuina avellana Molina","38571195","iNaturalist",2020,2,12,-72.530367,-36.711117
"Gevuina avellana Molina","33949644","iNaturalist",2019,10,3,-73.667615,-41.88509
"Gevuina avellana Molina","38945876","iNaturalist",2018,12,30,-71.621673,-36.868581
"Gevuina avellana Molina","19851250","iNaturalist",2019,1,24,-73.138405,-36.942491
"Gevuina avellana Molina","19851252","iNaturalist",2019,1,24,-73.13839,-36.942393
"Gevuina avellana Molina","19851244","iNaturalist",2019,1,24,-73.14139,-36.942518
"Gevuina avellana Molina","19851246","iNaturalist",2019,1,24,-73.139108,-36.942493
"Gevuina avellana Molina","36784397","iNaturalist",2019,12,16,-72.943055,-36.758434
"Gevuina avellana Molina","","UChile",2013,3,7,-73.653,-39.982
"Gevuina avellana Molina","","UChile",2012,3,12,-73.653,-39.985
"Gevuina avellana Molina","34764161","iNaturalist",2019,10,22,-72.508861,-35.832919
"Gevuina avellana Molina","27825134","iNaturalist",2019,6,28,-72.448103,-41.174365
"Gevuina avellana Molina","26456790","iNaturalist",2017,3,8,-72.433937,-41.096418
"Gevuina avellana Molina","22485317","iNaturalist",2019,4,14,-73.391434,-39.867134
"Gevuina avellana Molina","22461235","iNaturalist",2019,4,14,-73.392417,-39.867012
"Gevuina avellana Molina","20428231","iNaturalist",2019,2,17,-71.782358,-39.191499
"Gevuina avellana Molina","21095329","iNaturalist",2019,3,9,-73.788038,-42.546278
"Gevuina avellana Molina","20739267","iNaturalist",2019,2,24,-72.159447,-39.491646
"Gevuina avellana Molina","20431705","iNaturalist",2019,2,17,-71.782264,-39.191727
"Gevuina avellana Molina","20089215","iNaturalist",2019,1,28,-74.10705,-42.624872
"Gevuina avellana Molina","19079068","iNaturalist",2018,12,13,-72.572595,-41.587272
"Gevuina avellana Molina","2833312","iNaturalist",2016,3,15,-71.719222,-39.163964
"Gevuina avellana Molina","18865717","iNaturalist",2018,12,6,-71.645351,-36.848423
"Gevuina avellana Molina","MA-01-00774602","MA",2001,1,8,-72.5,-35.8167
"Gevuina avellana Molina","MA-01-00774741","MA",2002,1,NA,-73.2167,-37.55
"Gevuina avellana Molina","GLM-P-0160461","GLM",2008,4,20,-72.318889,-40.718889
"Gevuina avellana Molina","20170344","E",2017,3,11,-72.395028,-42.366944
"Gevuina avellana Molina","2837295","iNaturalist",2016,3,18,-71.725792,-39.168495
"Gevuina avellana Molina","2837259","iNaturalist",2016,3,18,-71.722137,-39.166489
"Gevuina avellana Molina","100572314","SGO",2013,2,19,-73.397194,-37.595194
"Gevuina avellana Molina","100572117","SGO",2013,2,15,-72.688389,-35.980472
"Jubaea chilensis (Molina) Baill.","286399388","iNaturalist",2025,5,19,-71.568988,-33.079947
"Jubaea chilensis (Molina) Baill.","286393273","iNaturalist",2025,5,19,-71.568677,-33.079785
"Jubaea chilensis (Molina) Baill.","269333756","iNaturalist",2025,4,7,-71.13619,-32.812292
"Jubaea chilensis (Molina) Baill.","286389543","iNaturalist",2025,5,19,-71.568273,-33.08124
"Jubaea chilensis (Molina) Baill.","286391024","iNaturalist",2025,5,19,-71.567637,-33.081271
"Jubaea chilensis (Molina) Baill.","285804000","iNaturalist",2025,5,31,-70.98355,-34.070136
"Jubaea chilensis (Molina) Baill.","283026352","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026358","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283024123","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283023488","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026356","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283024475","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283022693","iNaturalist",2017,10,9,-71.081944,-32.931667
"Jubaea chilensis (Molina) Baill.","282538128","iNaturalist",2025,5,19,-71.565061,-33.082608
"Jubaea chilensis (Molina) Baill.","283026335","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026330","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026350","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283023311","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026341","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283023074","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","282536538","iNaturalist",2025,5,19,-71.564996,-33.082977
"Jubaea chilensis (Molina) Baill.","283026354","iNaturalist",2024,9,6,-71.088225,-32.956957
"Jubaea chilensis (Molina) Baill.","283024339","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283022930","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026357","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026338","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026332","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","282530903","iNaturalist",2025,5,19,-71.563456,-33.082965
"Jubaea chilensis (Molina) Baill.","283026344","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283024597","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026334","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283822507","iNaturalist",2025,5,24,-71.082027,-32.936345
"Jubaea chilensis (Molina) Baill.","283026353","iNaturalist",2024,9,6,-71.088235,-32.956959
"Jubaea chilensis (Molina) Baill.","283026346","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026349","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283026345","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","283023177","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","282539197","iNaturalist",2025,5,19,-71.564946,-33.082848
"Jubaea chilensis (Molina) Baill.","282535153","iNaturalist",2025,5,19,-71.565024,-33.082849
"Jubaea chilensis (Molina) Baill.","283024843","iNaturalist",2017,6,8,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","282535152","iNaturalist",2025,5,19,-71.565205,-33.082851
"Jubaea chilensis (Molina) Baill.","283022808","iNaturalist",2017,10,9,-71.091518,-32.950682
"Jubaea chilensis (Molina) Baill.","277750691","iNaturalist",2025,4,16,-71.085396,-32.930008
"Jubaea chilensis (Molina) Baill.","278623086","iNaturalist",2025,4,16,-71.089218,-32.936889
"Jubaea chilensis (Molina) Baill.","280654119","iNaturalist",2025,4,16,-71.085105,-32.9288
"Jubaea chilensis (Molina) Baill.","277856728","iNaturalist",2025,4,16,-71.074364,-32.964765
"Jubaea chilensis (Molina) Baill.","277873250","iNaturalist",2025,4,16,-71.077257,-32.95436
"Jubaea chilensis (Molina) Baill.","275291352","iNaturalist",2025,4,27,-71.030082,-32.917556
"Jubaea chilensis (Molina) Baill.","275293390","iNaturalist",2025,4,27,-71.030117,-32.916739
"Jubaea chilensis (Molina) Baill.","275293365","iNaturalist",2025,4,27,-71.032375,-32.917615
"Jubaea chilensis (Molina) Baill.","275293358","iNaturalist",2025,4,27,-71.032482,-32.91757
"Jubaea chilensis (Molina) Baill.","275293378","iNaturalist",2025,4,27,-71.032183,-32.917627
"Jubaea chilensis (Molina) Baill.","275293355","iNaturalist",2025,4,27,-71.034256,-32.916725
"Jubaea chilensis (Molina) Baill.","275293377","iNaturalist",2025,4,27,-71.032067,-32.917608
"Jubaea chilensis (Molina) Baill.","275293381","iNaturalist",2025,4,27,-71.032067,-32.917608
"Jubaea chilensis (Molina) Baill.","275292298","iNaturalist",2025,4,27,-71.032482,-32.91757
"Jubaea chilensis (Molina) Baill.","275291831","iNaturalist",2025,4,27,-71.031951,-32.917562
"Jubaea chilensis (Molina) Baill.","272613779","iNaturalist",2021,7,18,-71.263732,-33.002824
"Jubaea chilensis (Molina) Baill.","272348386","iNaturalist",2025,4,16,-71.085092,-32.928858
"Jubaea chilensis (Molina) Baill.","272347822","iNaturalist",2025,4,16,-71.061223,-32.957829
"Jubaea chilensis (Molina) Baill.","271503417","iNaturalist",2025,4,18,-71.637742,-33.105181
"Jubaea chilensis (Molina) Baill.","271300643","iNaturalist",2025,4,18,-71.069098,-32.924341
"Jubaea chilensis (Molina) Baill.","270831088","iNaturalist",2025,4,16,-71.085172,-32.928742
"Jubaea chilensis (Molina) Baill.","270824824","iNaturalist",2025,4,16,-71.070762,-32.911405
"Jubaea chilensis (Molina) Baill.","271077270","iNaturalist",2025,4,16,-71.085092,-32.928795
"Jubaea chilensis (Molina) Baill.","270824794","iNaturalist",2025,4,16,-71.085882,-32.927656
"Jubaea chilensis (Molina) Baill.","271141186","iNaturalist",2025,4,16,-71.057022,-32.91153
"Jubaea chilensis (Molina) Baill.","268433134","iNaturalist",2022,4,12,-71.572838,-33.07798
"Jubaea chilensis (Molina) Baill.","268433133","iNaturalist",2022,4,12,-71.574195,-33.077943
"Jubaea chilensis (Molina) Baill.","271295112","iNaturalist",2025,4,18,-71.069024,-32.924443
"Jubaea chilensis (Molina) Baill.","268257102","iNaturalist",2022,4,12,-71.573366,-33.079119
"Jubaea chilensis (Molina) Baill.","271093482","iNaturalist",2025,4,16,-71.0887,-32.937125
"Jubaea chilensis (Molina) Baill.","270860081","iNaturalist",2025,4,16,-71.071503,-32.912878
"Jubaea chilensis (Molina) Baill.","270824900","iNaturalist",2025,4,16,-71.085914,-32.927595
"Jubaea chilensis (Molina) Baill.","270892023","iNaturalist",2025,4,16,-71.085403,-32.92963
"Jubaea chilensis (Molina) Baill.","270831287","iNaturalist",2025,4,16,-71.085333,-32.92878
"Jubaea chilensis (Molina) Baill.","270895832","iNaturalist",2025,4,16,-71.085883,-32.927628
"Jubaea chilensis (Molina) Baill.","270824984","iNaturalist",2025,4,16,-71.085342,-32.927463
"Jubaea chilensis (Molina) Baill.","270823117","iNaturalist",2025,4,16,-71.092422,-32.913078
"Jubaea chilensis (Molina) Baill.","268279281","iNaturalist",2022,4,12,-71.572391,-33.078602
"Jubaea chilensis (Molina) Baill.","268279280","iNaturalist",2022,4,12,-71.571968,-33.078958
"Jubaea chilensis (Molina) Baill.","268104452","iNaturalist",2022,4,12,-71.572258,-33.08185
"Jubaea chilensis (Molina) Baill.","268104450","iNaturalist",2022,4,12,-71.570466,-33.082424
"Jubaea chilensis (Molina) Baill.","267265763","iNaturalist",2022,4,12,-71.568964,-33.079908
"Jubaea chilensis (Molina) Baill.","267378650","iNaturalist",2022,4,12,-71.571007,-33.079956
"Jubaea chilensis (Molina) Baill.","267396147","iNaturalist",2022,4,12,-71.571735,-33.080471
"Jubaea chilensis (Molina) Baill.","267262860","iNaturalist",2022,4,12,-71.56858,-33.078692
"Jubaea chilensis (Molina) Baill.","267262523","iNaturalist",2022,4,12,-71.568244,-33.077411
"Jubaea chilensis (Molina) Baill.","267344146","iNaturalist",2025,3,28,-71.088028,-32.929663
"Jubaea chilensis (Molina) Baill.","267338588","iNaturalist",2025,3,28,-71.090072,-32.917103
"Jubaea chilensis (Molina) Baill.","267402018","iNaturalist",2022,4,12,-71.572161,-33.081328
"Jubaea chilensis (Molina) Baill.","266479579","iNaturalist",2025,3,22,-71.157293,-34.200542
"Jubaea chilensis (Molina) Baill.","265338779","iNaturalist",2025,3,14,-72.119529,-36.619589
"Jubaea chilensis (Molina) Baill.","265338711","iNaturalist",2025,3,14,-72.118914,-36.619204
"Jubaea chilensis (Molina) Baill.","264032608","iNaturalist",2025,3,5,-71.08565,-32.941065
"Jubaea chilensis (Molina) Baill.","263219862","iNaturalist",2025,2,25,-71.075774,-32.908111
"Jubaea chilensis (Molina) Baill.","263219961","iNaturalist",2025,2,25,-71.075789,-32.908145
"Jubaea chilensis (Molina) Baill.","262992298","iNaturalist",2025,2,22,-71.120372,-33.00483
"Jubaea chilensis (Molina) Baill.","262746452","iNaturalist",2024,5,12,-71.874172,-34.511668
"Jubaea chilensis (Molina) Baill.","262746281","iNaturalist",2024,5,5,-71.095817,-32.9772
"Jubaea chilensis (Molina) Baill.","261972874","iNaturalist",2025,2,15,-71.123209,-29.957678
"Jubaea chilensis (Molina) Baill.","261567360","iNaturalist",2018,7,22,-71.570905,-33.085607
"Jubaea chilensis (Molina) Baill.","261746649","iNaturalist",2017,4,4,-71.15826,-32.175167
"Jubaea chilensis (Molina) Baill.","261746651","iNaturalist",2017,4,4,-71.161444,-32.181889
"Jubaea chilensis (Molina) Baill.","261746647","iNaturalist",2017,4,4,-71.155127,-32.166942
"Jubaea chilensis (Molina) Baill.","261746650","iNaturalist",2017,4,4,-71.157344,-32.177964
"Jubaea chilensis (Molina) Baill.","261568427","iNaturalist",2018,7,22,-71.570123,-33.082684
"Jubaea chilensis (Molina) Baill.","261564187","iNaturalist",2018,7,22,-71.563577,-33.089203
"Jubaea chilensis (Molina) Baill.","261270879","iNaturalist",2025,2,8,-71.036583,-32.838158
"Jubaea chilensis (Molina) Baill.","260810115","iNaturalist",2025,2,6,-71.358044,-33.056029
"Jubaea chilensis (Molina) Baill.","259963251","iNaturalist",2022,12,30,-71.087121,-32.942743
"Jubaea chilensis (Molina) Baill.","58486753","NABU|naturgucker",2016,9,19,-71.088623,-32.944328
"Jubaea chilensis (Molina) Baill.","256949795","iNaturalist",2024,9,26,-71.086028,-32.94778
"Jubaea chilensis (Molina) Baill.","257631221","iNaturalist",2025,1,4,-71.875337,-34.513608
"Jubaea chilensis (Molina) Baill.","257129434","iNaturalist",2025,1,2,-71.182345,-33.943263
"Jubaea chilensis (Molina) Baill.","255742176","iNaturalist",2024,11,28,-71.092797,-32.909548
"Jubaea chilensis (Molina) Baill.","252381646","iNaturalist",2024,11,15,-71.088364,-32.931367
"Jubaea chilensis (Molina) Baill.","253073494","iNaturalist",2024,10,26,-71.048387,-32.987828
"Jubaea chilensis (Molina) Baill.","252243026","iNaturalist",2024,11,18,-71.523895,-33.52947
"Jubaea chilensis (Molina) Baill.","252242948","iNaturalist",2024,11,18,-71.45458,-33.573745
"Jubaea chilensis (Molina) Baill.","252243074","iNaturalist",2024,11,18,-71.524467,-33.529745
"Jubaea chilensis (Molina) Baill.","252242976","iNaturalist",2024,11,18,-71.47007,-33.5578
"Jubaea chilensis (Molina) Baill.","252146664","iNaturalist",2024,11,17,-71.235001,-34.335929
"Jubaea chilensis (Molina) Baill.","252242840","iNaturalist",2024,11,18,-71.402322,-33.613197
"Jubaea chilensis (Molina) Baill.","252242923","iNaturalist",2024,11,18,-71.453163,-33.575
"Jubaea chilensis (Molina) Baill.","251265860","iNaturalist",2024,11,10,-71.076375,-32.907798
"Jubaea chilensis (Molina) Baill.","250226665","iNaturalist",2024,11,2,-71.045273,-32.925132
"Jubaea chilensis (Molina) Baill.","250047135","iNaturalist",2024,10,25,-71.086439,-32.9352
"Jubaea chilensis (Molina) Baill.","249880349","iNaturalist",2024,10,11,-71.084295,-32.830748
"Jubaea chilensis (Molina) Baill.","247683276","iNaturalist",2024,10,9,-71.59924,-35.848699
"Jubaea chilensis (Molina) Baill.","247050641","iNaturalist",2024,10,12,-71.043197,-30.004381
"Jubaea chilensis (Molina) Baill.","245759984","iNaturalist",2024,9,28,-71.084008,-32.943097
"Jubaea chilensis (Molina) Baill.","245623276","iNaturalist",2024,9,28,-71.086442,-32.938103
"Jubaea chilensis (Molina) Baill.","244459082","iNaturalist",2024,9,26,-71.089284,-32.936625
"Jubaea chilensis (Molina) Baill.","213047627","iNaturalist",2024,5,2,-71.089339,-32.936697
"Jubaea chilensis (Molina) Baill.","244458880","iNaturalist",2024,9,26,-71.088646,-32.921047
"Jubaea chilensis (Molina) Baill.","213025550","iNaturalist",2024,5,2,-71.088303,-32.932612
"Jubaea chilensis (Molina) Baill.","242980122","iNaturalist",2024,9,6,-71.088568,-32.960964
"Jubaea chilensis (Molina) Baill.","242979251","iNaturalist",2024,9,6,-71.088596,-32.948071
"Jubaea chilensis (Molina) Baill.","242979017","iNaturalist",2024,9,6,-71.084965,-32.944409
"Jubaea chilensis (Molina) Baill.","242979876","iNaturalist",2024,9,6,-71.090096,-32.951961
"Jubaea chilensis (Molina) Baill.","242979457","iNaturalist",2024,9,6,-71.089094,-32.948596
"Jubaea chilensis (Molina) Baill.","242979121","iNaturalist",2024,9,6,-71.087214,-32.946472
"Jubaea chilensis (Molina) Baill.","242979347","iNaturalist",2024,9,6,-71.089532,-32.949157
"Jubaea chilensis (Molina) Baill.","242766081","iNaturalist",2024,9,19,-70.113987,-28.95201
"Jubaea chilensis (Molina) Baill.","242766152","iNaturalist",2024,9,19,-70.118646,-28.955072
"Jubaea chilensis (Molina) Baill.","242979701","iNaturalist",2024,9,6,-71.088996,-32.955895
"Jubaea chilensis (Molina) Baill.","242980123","iNaturalist",2024,9,6,-71.087504,-32.957228
"Jubaea chilensis (Molina) Baill.","242979980","iNaturalist",2024,9,6,-71.089385,-32.9622
"Jubaea chilensis (Molina) Baill.","242979606","iNaturalist",2024,9,6,-71.090109,-32.953838
"Jubaea chilensis (Molina) Baill.","240451742","iNaturalist",2024,9,6,-71.087632,-32.928352
"Jubaea chilensis (Molina) Baill.","240453535","iNaturalist",2024,9,6,-71.089065,-32.936301
"Jubaea chilensis (Molina) Baill.","240452110","iNaturalist",2024,9,6,-71.088361,-32.931389
"Jubaea chilensis (Molina) Baill.","239822611","iNaturalist",2024,9,2,-71.06527,-32.925052
"Jubaea chilensis (Molina) Baill.","240452768","iNaturalist",2024,9,6,-71.088947,-32.935983
"Jubaea chilensis (Molina) Baill.","240453330","iNaturalist",2024,9,6,-71.089972,-32.938769
"Jubaea chilensis (Molina) Baill.","240453003","iNaturalist",2024,9,6,-71.088959,-32.935834
"Jubaea chilensis (Molina) Baill.","240452518","iNaturalist",2024,9,6,-71.089584,-32.93689
