"scientificName","catalogNumber","institutionCode","year","month","day","decimalLongitude","decimalLatitude"
"Salix humboldtiana Willd.","121508906","iNaturalist",2007,5,24,-70.951596,-36.010778
"Salix humboldtiana Willd.","106763134","iNaturalist",2021,8,17,-71.374059,-30.704125
"Salix humboldtiana Willd.","213577397","iNaturalist",2024,5,4,-71.025672,-30.577125
"Salix humboldtiana Willd.","1786",NA,2021,2,17,-70.844558,-33.422
"Salix humboldtiana Willd.","1795",NA,2021,2,15,-70.851072,-33.404197
"Salix humboldtiana Willd.","1801",NA,2021,2,17,-70.841908,-33.386869
"Salix humboldtiana Willd.","1794",NA,2021,2,15,-70.854289,-33.403476
"Salix humboldtiana Willd.","1793",NA,2021,2,15,-70.852596,-33.404062
"Salix humboldtiana Willd.","1798",NA,2021,2,15,-70.845756,-33.390509
"Salix humboldtiana Willd.","1796",NA,2021,2,15,-70.850411,-33.403851
"Salix humboldtiana Willd.","1797",NA,2021,2,15,-70.849946,-33.403419
"Salix humboldtiana Willd.","1799",NA,2021,2,15,-70.84501,-33.39011
"Salix humboldtiana Willd.","1800",NA,2021,2,17,-70.856011,-33.403994
"Salix humboldtiana Willd.","1791",NA,2021,2,17,-70.864283,-33.401146
"Salix humboldtiana Willd.","135568048","iNaturalist",2021,6,4,-71.308519,-32.985257
"Salix humboldtiana Willd.","178802133","iNaturalist",2023,8,8,-70.846184,-29.997336
"Salix humboldtiana Willd.","63413","UCh",2009,10,18,-71.194146,-34.000159
"Salix humboldtiana Willd.","64012","UCh",2009,10,17,-70.759117,-32.946048
"Salix humboldtiana Willd.","63923","UCh",2009,10,3,-70.912184,-32.98256
"Salix humboldtiana Willd.","58393","UCh",2007,10,21,-70.477016,-32.856461
"Salix humboldtiana Willd.","46319","UCh",2005,11,13,-70.296935,-33.550759
"Salix humboldtiana Willd.","165554417","iNaturalist",2023,6,4,-71.717336,-35.121655
"Salix humboldtiana Willd.","4089","JBN",2021,2,1,-71.944139,-39.265942
"Salix humboldtiana Willd.","4092","JBN",2021,2,17,-71.982269,-39.274775
"Salix humboldtiana Willd.","1866","JBN",2013,9,21,-71.155106,-31.794372
"Salix humboldtiana Willd.","152619531","iNaturalist",2023,3,25,-70.379677,-33.682692
"Salix humboldtiana Willd.","149493436","iNaturalist",2019,1,6,-70.7917,-35.000196
"Salix humboldtiana Willd.","147526114","iNaturalist",2019,12,6,-70.577911,-33.681798
"Salix humboldtiana Willd.","","",2022,10,17,-71.247558,-32.867042
"Salix humboldtiana var. humboldtiana","","",2013,4,19,-69.781551,-18.830725
"Salix humboldtiana var. humboldtiana","","",2013,4,22,-70.170354,-18.802665
"Salix humboldtiana var. humboldtiana","","",2013,4,24,-69.858057,-18.586295
"Salix humboldtiana Willd.","140383806","iNaturalist",2006,9,5,-69.758417,-18.834243
"Salix humboldtiana Willd.","140384107","iNaturalist",2009,9,22,-70.169528,-18.802605
"Salix humboldtiana Willd.","139181507","iNaturalist",2022,10,14,-70.940299,-31.29529
"Salix humboldtiana Willd.","137143979","iNaturalist",2021,1,2,-71.196505,-35.720019
"Salix humboldtiana Willd.","137297554","iNaturalist",2021,10,22,-71.308534,-32.98519
"Salix humboldtiana Willd.","124477557","iNaturalist",2018,3,23,-71.352601,-36.106439
"Salix humboldtiana Willd.","115296657","iNaturalist",2022,5,1,-70.483133,-33.725161
"Salix humboldtiana Willd.","107199769","iNaturalist",2010,6,19,-72.979147,-37.14968
"Salix humboldtiana Willd.","106861103","iNaturalist",2022,2,16,-71.394707,-34.124164
"Salix humboldtiana Willd.","106518465","iNaturalist",2022,2,2,-70.533427,-29.989899
"Salix humboldtiana Willd.","104719635","iNaturalist",2019,1,25,-70.46038,-33.781676
"Salix humboldtiana Willd.","100023180","iNaturalist",2021,11,1,-70.392154,-33.374477
"Salix chilensis Molina","98576109","iNaturalist",2021,10,16,-71.810356,-34.986919
"Salix humboldtiana Willd.","98507427","iNaturalist",2021,10,16,-70.818897,-34.49289
"Salix humboldtiana Willd.","98394454","iNaturalist",2021,10,8,-71.232685,-34.544119
"Salix humboldtiana Willd.","97350070","iNaturalist",2021,10,2,-71.26986,-32.882797
"Salix humboldtiana Willd.","97006421","iNaturalist",2021,9,26,-70.929792,-33.710569
"Salix humboldtiana Willd.","96306860","iNaturalist",2021,9,26,-71.018617,-33.71835
"Salix humboldtiana Willd.","96305243","iNaturalist",2021,9,26,-71.011069,-33.72047
"Salix humboldtiana Willd.","93049575","iNaturalist",2021,5,23,-70.847628,-32.54883
"Salix humboldtiana Willd.","73544494","iNaturalist",2018,10,26,-71.229636,-34.981341
"Salix chilensis Molina","76607771","iNaturalist",2021,3,21,-71.224041,-34.978778
"Salix humboldtiana Willd.","39091468","iNaturalist",2020,2,22,-70.823468,-32.529077
"Salix humboldtiana Willd.","12817","UCh",2018,3,15,-70.971972,-33.219806
"Salix humboldtiana Willd.","37788252","iNaturalist",2019,12,5,-70.775053,-34.764542
"Salix humboldtiana Willd.","23557408","iNaturalist",2019,4,27,-70.480425,-33.727037
"Salix humboldtiana Willd.","D021-7031","GEOB",2017,10,11,-71.0231,-34.1461
"Salix humboldtiana Willd.","D025-7141","GEOB",2017,10,12,-71.4712,-33.2369
"Salix humboldtiana Willd.","B054-3171","GEOB",2017,10,25,-71.0538,-33.713
"Salix humboldtiana Willd.","A016-0373","GEOB",2017,10,11,-70.9991,-34.1509
"Saxegothaea conspicua Lindl.","K000289165","K",2003,12,20,-72.066667,-39.133333
"Saxegothaea conspicua Lindl.","E00647296","RBGE",2013,1,20,-71.940833,-36.8525
"Saxegothaea conspicua Lindl.","E00647302","RBGE",2013,1,23,-73.417222,-39.994444
"Saxegothaea conspicua Lindl.","E00625743","RBGE",2013,1,16,-73.098056,-37.821667
"Saxegothaea conspicua Lindl.","20130241","E",2013,1,20,-71.947389,-39.853222
"Saxegothaea conspicua Lindl.","20130230","E",2013,1,20,-71.951472,-39.860917
"Saxegothaea conspicua Lindl.","20130240","E",2013,1,20,-71.953417,-39.85375
"Saxegothaea conspicua Lindl.","20130239","E",2013,1,20,-71.950972,-39.861556
"Saxegothaea conspicua Lindl.","20130242","E",2013,1,20,-71.947833,-39.852917
"Saxegothaea conspicua Lindl.","20130243","E",2013,1,20,-71.946472,-39.85225
"Saxegothaea conspicua Lindl.","20130245","E",2013,1,21,-71.977306,-39.851917
"Saxegothaea conspicua Lindl.","20130244","E",2013,1,20,-71.940611,-39.852444
"Saxegothaea conspicua Lindl.","20130250","E",2013,1,21,-71.960806,-39.886111
"Saxegothaea conspicua Lindl.","20130249","E",2013,1,21,-71.959278,-39.886194
"Saxegothaea conspicua Lindl.","20130246","E",2013,1,21,-71.977306,-39.851917
"Saxegothaea conspicua Lindl.","E00593003","RBGE",2012,3,29,-72.077778,-39.609722
"Saxegothaea conspicua Lindl.","E00166134","RBGE",2002,9,15,-71.700278,-39.0125
"Saxegothaea conspicua Lindl.","E00166135","RBGE",2002,9,15,-71.700278,-39.0125
"Saxegothaea conspicua Lindl.","E00182355","RBGE",2004,1,1,-71.6875,-39.016111
"Saxegothaea conspicua Lindl.","E00182560","RBGE",2003,12,20,-72.061389,-39.141389
"Saxegothaea conspicua Lindl.","E00182356","RBGE",2004,1,1,-71.6875,-39.016111
"Saxegothaea conspicua Lindl.","E00167241","RBGE",2002,9,15,-71.700278,-39.0125
"Saxegothaea conspicua Lindl.","E00282618","RBGE",2008,12,26,-71.607222,-39.209444
"Saxegothaea conspicua Lindl.","E00167240","RBGE",2002,9,15,-71.700278,-39.0125
"Saxegothaea conspicua Lindl.","20090090","E",2008,12,26,-71.607278,-39.209333
"Saxegothaea conspicua Lindl.","20090089","E",2008,12,25,-71.763861,-39.417278
"Saxegothaea conspicua Lindl.","20090088","E",2008,12,25,-71.763861,-39.417278
"Saxegothaea conspicua Lindl.","E00282722","RBGE",2008,12,25,-71.763889,-39.417222
"Saxegothaea conspicua Lindl.","282509811","iNaturalist",2025,5,19,-71.919442,-39.879063
"Saxegothaea conspicua Lindl.","280127550","iNaturalist",2025,5,10,-73.301505,-39.698362
"Saxegothaea conspicua Lindl.","","",2024,12,4,-71.969117,-39.370472
"Saxegothaea conspicua Lindl.","","",2024,12,4,-71.969139,-39.370453
"Saxegothaea conspicua Lindl.","","",2024,12,2,-72.148708,-40.661802
"Saxegothaea conspicua Lindl.","","",2024,11,29,-73.942873,-42.687025
"Saxegothaea conspicua Lindl.","265320283","iNaturalist",2025,3,14,-73.965151,-42.762278
"Saxegothaea conspicua Lindl.","265319501","iNaturalist",2025,3,14,-73.963363,-42.763408
"Saxegothaea conspicua Lindl.","263708812","iNaturalist",2025,3,2,-71.8751,-39.50213
"Saxegothaea conspicua Lindl.","260528276","iNaturalist",2025,1,13,-72.589081,-41.592256
"Saxegothaea conspicua Lindl.","260528480","iNaturalist",2025,1,13,-72.566165,-41.582152
"Saxegothaea conspicua Lindl.","260397835","iNaturalist",2025,1,11,-73.436972,-40.197797
"Saxegothaea conspicua Lindl.","260431389","iNaturalist",2025,1,12,-73.727503,-40.957725
"Saxegothaea conspicua Lindl.","260397691","iNaturalist",2025,1,11,-73.370147,-40.212847
"Saxegothaea conspicua Lindl.","260412989","iNaturalist",2025,1,11,-73.440186,-40.197672
"Saxegothaea conspicua Lindl.","259915399","iNaturalist",2025,1,28,-73.303183,-39.697731
"Saxegothaea conspicua Lindl.","259915438","iNaturalist",2025,1,28,-73.307453,-39.700607
"Saxegothaea conspicua Lindl.","259915392","iNaturalist",2025,1,28,-73.310931,-39.702978
"Saxegothaea conspicua Lindl.","259480550","iNaturalist",2025,1,24,-71.717222,-39.154636
"Saxegothaea conspicua Lindl.","259480573","iNaturalist",2025,1,24,-71.713131,-39.144217
"Saxegothaea conspicua Lindl.","259081289","iNaturalist",2024,12,19,-73.439056,-40.198008
"Saxegothaea conspicua Lindl.","259167653","iNaturalist",2025,1,21,-72.752755,-41.521837
"Saxegothaea conspicua Lindl.","259006574","iNaturalist",2024,12,4,-71.812294,-39.186631
"Saxegothaea conspicua Lindl.","259009509","iNaturalist",2024,12,4,-71.969139,-39.370453
"Saxegothaea conspicua Lindl.","259009782","iNaturalist",2024,12,4,-71.969117,-39.370472
"Saxegothaea conspicua Lindl.","258235850","iNaturalist",2025,1,11,-73.560772,-40.149762
"Saxegothaea conspicua Lindl.","255786435","iNaturalist",2024,12,21,-71.917738,-39.869838
"Saxegothaea conspicua Lindl.","256340686","iNaturalist",2024,12,2,-72.312474,-40.7517
"Saxegothaea conspicua Lindl.","233169714","iNaturalist",2024,8,1,-71.834829,-43.710322
"Saxegothaea conspicua Lindl.","258211737","iNaturalist",2025,1,11,-73.204176,-40.330819
"Saxegothaea conspicua Lindl.","257876206","iNaturalist",2025,1,8,-72.546058,-40.854297
"Saxegothaea conspicua Lindl.","257882255","iNaturalist",2025,1,7,-73.296425,-39.712192
"Saxegothaea conspicua Lindl.","258492937","iNaturalist",2025,1,14,-72.2432,-40.641917
"Saxegothaea conspicua Lindl.","204661411","iNaturalist",2024,3,29,-72.087525,-43.387367
"Saxegothaea conspicua Lindl.","257876949","iNaturalist",2025,1,8,-72.84045,-44.298687
"Saxegothaea conspicua Lindl.","254405779","iNaturalist",2024,11,30,-72.797394,-39.438472
"Saxegothaea conspicua Lindl.","254840731","iNaturalist",2024,12,8,-71.869697,-38.492447
"Saxegothaea conspicua Lindl.","255244601","iNaturalist",2024,12,14,-72.102223,-41.428999
"Saxegothaea conspicua Lindl.","253891839","iNaturalist",2024,11,28,-71.704174,-39.144115
"Saxegothaea conspicua Lindl.","252783871","iNaturalist",2024,11,22,-73.309489,-39.702694
"Saxegothaea conspicua Lindl.","248361177","iNaturalist",2024,10,20,-72.383318,-42.341096
"Saxegothaea conspicua Lindl.","239421224","iNaturalist",2024,7,3,-73.961313,-42.760011
"Saxegothaea conspicua Lindl.","232992445","iNaturalist",2010,11,2,-72.40473,-42.377411
"Saxegothaea conspicua Lindl.","213566637","iNaturalist",2024,1,18,-73.303312,-39.697376
"Saxegothaea conspicua Lindl.","111574974","iNaturalist",2022,3,17,-72.130699,-44.156222
"Saxegothaea conspicua Lindl.","110199530","iNaturalist",2022,3,20,-72.578631,-42.658855
"Saxegothaea conspicua Lindl.","107448588","iNaturalist",2009,12,18,-72.593778,-41.593292
"Saxegothaea conspicua Lindl.","111574976","iNaturalist",2022,3,17,-72.130699,-44.156222
"Saxegothaea conspicua Lindl.","111574977","iNaturalist",2022,3,17,-72.130699,-44.156222
"Saxegothaea conspicua Lindl.","232110534","iNaturalist",2014,2,11,-73.778969,-43.01328
"Saxegothaea conspicua Lindl.","111574975","iNaturalist",2022,3,17,-72.130699,-44.156222
"Saxegothaea conspicua Lindl.","110199531","iNaturalist",2022,3,20,-72.578631,-42.658855
"Saxegothaea conspicua Lindl.","235256473","iNaturalist",2005,12,5,-72.138263,-42.037007
"Saxegothaea conspicua Lindl.","147213613","iNaturalist",2022,12,3,-72.592378,-41.593063
"Saxegothaea conspicua Lindl.","105171892","iNaturalist",2021,12,24,-72.129791,-41.410544
"Saxegothaea conspicua Lindl.","105171891","iNaturalist",2021,12,24,-72.129791,-41.410544
"Saxegothaea conspicua Lindl.","110199528","iNaturalist",2022,3,20,-72.578631,-42.658855
"Saxegothaea conspicua Lindl.","215945109","iNaturalist",2024,1,17,-71.916934,-39.870347
"Saxegothaea conspicua Lindl.","190405827","iNaturalist",2023,11,8,-72.30545,-40.7355
"Saxegothaea conspicua Lindl.","234837613","iNaturalist",2024,2,29,-73.778701,-43.013674
"Saxegothaea conspicua Lindl.","234837606","iNaturalist",2024,2,29,-73.778701,-43.013674
"Saxegothaea conspicua Lindl.","234836414","iNaturalist",2024,2,27,-71.727893,-39.171906
"Saxegothaea conspicua Lindl.","234837560","iNaturalist",2024,2,29,-73.778701,-43.013674
"Saxegothaea conspicua Lindl.","234836306","iNaturalist",2024,2,27,-71.727893,-39.171906
"Saxegothaea conspicua Lindl.","200554428","iNaturalist",2024,2,12,-72.0974,-41.693206
"Saxegothaea conspicua Lindl.","218810524","iNaturalist",2024,5,22,-72.343106,-39.639015
"Saxegothaea conspicua Lindl.","218810501","iNaturalist",2024,5,22,-72.343087,-39.638966
"Saxegothaea conspicua Lindl.","205611529","iNaturalist",2024,2,28,-71.978192,-39.832831
"Saxegothaea conspicua Lindl.","189345498","iNaturalist",2023,10,26,-71.716443,-39.156792
"Saxegothaea conspicua Lindl.","201068361","iNaturalist",2024,2,29,-72.31747,-40.83788
"Saxegothaea conspicua Lindl.","200657627","iNaturalist",2024,2,27,-72.979173,-41.311502
"Saxegothaea conspicua Lindl.","200470210","iNaturalist",2024,2,21,-71.918324,-39.8669
"Saxegothaea conspicua Lindl.","199301102","iNaturalist",2024,2,11,-71.854133,-39.508137
"Saxegothaea conspicua Lindl.","168220151","iNaturalist",2023,6,12,-72.125216,-41.408194
"Saxegothaea conspicua Lindl.","199272898","iNaturalist",2024,1,16,-72.574234,-41.584563
"Saxegothaea conspicua Lindl.","146008416","iNaturalist",2022,12,13,-72.319283,-40.748334
"Saxegothaea conspicua Lindl.","198261349","iNaturalist",2016,9,17,-73.585384,-39.994024
"Saxegothaea conspicua Lindl.","140330169","iNaturalist",2022,10,26,-71.846345,-39.221287
"Saxegothaea conspicua Lindl.","198411070","iNaturalist",2024,1,23,-73.03151,-41.123978
"Saxegothaea conspicua Lindl.","198351152","iNaturalist",2024,2,3,-71.745712,-38.984692
"Saxegothaea conspicua Lindl.","185467977","iNaturalist",2023,9,29,-73.089333,-40.58743
"Saxegothaea conspicua Lindl.","195963789","iNaturalist",2024,1,6,-73.307394,-39.695758
"Saxegothaea conspicua Lindl.","197036190","iNaturalist",2024,1,14,-72.51558,-41.040919
"Saxegothaea conspicua Lindl.","185467993","iNaturalist",2023,9,29,-73.08932,-40.587308
"Saxegothaea conspicua Lindl.","197238402","iNaturalist",2024,1,20,-73.818558,-41.395217
"Saxegothaea conspicua Lindl.","146722793","iNaturalist",2023,1,13,-71.730796,-39.132405
"Saxegothaea conspicua Lindl.","187236509","iNaturalist",2023,10,10,-72.271756,-40.770228
"Saxegothaea conspicua Lindl.","185468049","iNaturalist",2023,9,29,-73.08942,-40.58756
"Saxegothaea conspicua Lindl.","152188454","iNaturalist",2023,3,5,-71.766732,-39.255176
"Saxegothaea conspicua Lindl.","192086267","iNaturalist",2023,10,26,-71.70774,-39.128118
"Saxegothaea conspicua Lindl.","147721693","iNaturalist",2023,1,7,-71.736778,-39.255154
"Saxegothaea conspicua Lindl.","147789406","iNaturalist",2023,1,26,-72.271612,-40.770295
"Saxegothaea conspicua Lindl.","185467985","iNaturalist",2023,9,29,-73.09568,-40.590767
"Saxegothaea conspicua Lindl.","194502651","iNaturalist",2010,10,25,-72.258761,-40.69898
"Saxegothaea conspicua Lindl.","185468058","iNaturalist",2023,9,29,-73.089388,-40.587395
"Saxegothaea conspicua Lindl.","197431720","iNaturalist",2023,11,25,-73.090779,-41.267377
"Saxegothaea conspicua Lindl.","197242495","iNaturalist",2023,10,26,-74.039616,-42.904026
"Saxegothaea conspicua Lindl.","55222410","iNaturalist",2020,8,2,-73.624162,-41.753662
"Saxegothaea conspicua Lindl.","189284780","iNaturalist",2023,10,26,-71.725783,-39.168633
"Saxegothaea conspicua Lindl.","189284215","iNaturalist",2023,10,28,-71.873337,-39.499733
"Saxegothaea conspicua Lindl.","195320317","iNaturalist",2023,12,30,-71.819412,-39.767192
"Saxegothaea conspicua Lindl.","193258758","iNaturalist",2023,12,6,-71.965897,-39.361263
"Saxegothaea conspicua Lindl.","193258594","iNaturalist",2023,12,6,-71.957663,-39.367287
"Saxegothaea conspicua Lindl.","192573310","iNaturalist",2023,11,23,-71.714163,-39.145511
"Saxegothaea conspicua Lindl.","189069705","iNaturalist",2023,10,26,-71.711962,-39.141486
"Saxegothaea conspicua Lindl.","189067968","iNaturalist",2023,10,26,-71.71208,-39.142836
"Saxegothaea conspicua Lindl.","189107259","iNaturalist",2023,10,26,-71.716422,-39.157567
"Saxegothaea conspicua Lindl.","189404458","iNaturalist",2023,10,29,-73.340392,-39.847694
"Saxegothaea conspicua Lindl.","189345713","iNaturalist",2023,10,26,-71.71616,-39.158082
"Saxegothaea conspicua Lindl.","187375884","iNaturalist",2023,10,10,-72.171988,-40.669396
"Saxegothaea conspicua Lindl.","74276730","iNaturalist",2021,4,2,-71.755762,-39.339088
"Saxegothaea conspicua Lindl.","185497530","iNaturalist",2023,9,29,-73.089389,-40.587395
"Saxegothaea conspicua Lindl.","185353257","iNaturalist",2023,9,28,-73.314538,-39.771234
"Saxegothaea conspicua Lindl.","E01198018","RBGE",2022,2,20,-72.37248,-42.511503
"Saxegothaea conspicua Lindl.","E01198042","RBGE",2022,2,17,-72.370315,-42.471778
"Saxegothaea conspicua Lindl.","E01080628","RBGE",2022,2,17,-72.344379,-42.482
"Saxegothaea conspicua Lindl.","E01080590","RBGE",2022,2,17,-72.344379,-42.482
"Saxegothaea conspicua Lindl.","176518401","iNaturalist",2023,8,3,-71.710372,-39.140147
"Saxegothaea conspicua Lindl.","174588696","iNaturalist",2023,7,23,-71.718525,-39.162893
"Saxegothaea conspicua Lindl.","174601486","iNaturalist",2023,7,23,-73.033314,-41.410892
"Saxegothaea conspicua Lindl.","171795496","iNaturalist",2023,7,8,-71.874062,-39.319345
"Saxegothaea conspicua Lindl.","166476028","iNaturalist",2023,6,4,-73.354132,-37.693299
"Saxegothaea conspicua Lindl.","162994946","iNaturalist",2023,5,21,-72.811419,-41.357992
"Saxegothaea conspicua Lindl.","20141488","iNaturalist",2014,10,12,-73.07303,-41.40789
"Saxegothaea conspicua Lindl.","159225165","iNaturalist",2023,4,26,-72.949908,-43.852451
"Saxegothaea conspicua Lindl.","154734975","iNaturalist",2023,3,6,-72.492941,-40.37158
"Saxegothaea conspicua Lindl.","139840378","iNaturalist",2022,10,14,-72.117271,-41.420079
"Saxegothaea conspicua Lindl.","124342144","iNaturalist",2022,6,30,-72.890931,-41.464323
"Saxegothaea conspicua Lindl.","141504796","iNaturalist",2022,10,18,-72.643227,-41.384052
"Saxegothaea conspicua Lindl.","152995159","iNaturalist",2023,1,7,-73.674954,-42.73491
"Saxegothaea conspicua Lindl.","152670846","iNaturalist",2023,3,25,-71.669786,-39.477822
"Saxegothaea conspicua Lindl.","140069511","iNaturalist",2022,10,15,-72.125223,-41.40915
"Saxegothaea conspicua Lindl.","139840441","iNaturalist",2022,10,14,-72.102988,-41.425495
"Saxegothaea conspicua Lindl.","146475874","iNaturalist",2023,1,6,-73.229779,-40.076594
"Saxegothaea conspicua Lindl.","150860417","iNaturalist",2023,1,29,-73.358442,-39.681517
"Saxegothaea conspicua Lindl.","149502032","iNaturalist",2023,2,23,-71.90075,-39.329012
"Saxegothaea conspicua Lindl.","149523901","iNaturalist",2023,2,22,-72.313748,-40.752383
"Saxegothaea conspicua Lindl.","149528202","iNaturalist",2023,2,22,-72.292751,-40.768716
"Saxegothaea conspicua Lindl.","149526672","iNaturalist",2023,2,22,-72.270373,-40.770568
"Saxegothaea conspicua Lindl.","149555461","iNaturalist",2023,2,22,-72.293245,-40.767407
"Saxegothaea conspicua Lindl.","148492263","iNaturalist",2023,1,24,-73.625178,-40.041376
"Saxegothaea conspicua Lindl.","148767506","iNaturalist",2023,2,14,-71.817098,-39.212991
"Saxegothaea conspicua Lindl.","148043035","iNaturalist",2023,2,4,-73.034953,-41.412031
"Saxegothaea conspicua Lindl.","148071036","iNaturalist",2023,2,4,-73.034911,-41.411928
"Saxegothaea conspicua Lindl.","148069605","iNaturalist",2023,2,4,-73.771123,-40.751821
"Saxegothaea conspicua Lindl.","147490820","iNaturalist",2023,1,27,-72.526388,-40.449275
"Saxegothaea conspicua Lindl.","146461664","iNaturalist",2023,1,12,-71.943928,-39.852078
"Saxegothaea conspicua Lindl.","144363146","iNaturalist",2022,12,14,-72.899852,-39.9576
"Saxegothaea conspicua Lindl.","144036440","iNaturalist",2022,1,4,-71.952783,-40.029953
"Saxegothaea conspicua Lindl.","142392525","iNaturalist",2022,11,12,-73.304803,-39.697692
"Saxegothaea conspicua Lindl.","143086906","iNaturalist",2022,11,27,-71.994776,-39.287566
"Saxegothaea conspicua Lindl.","142531877","iNaturalist",2022,11,20,-72.195105,-40.36465
"Saxegothaea conspicua Lindl.","138571806","iNaturalist",2022,10,8,-73.307174,-39.693825
"Saxegothaea conspicua Lindl.","134115604","iNaturalist",2022,1,18,-72.200412,-41.436285
"Saxegothaea conspicua Lindl.","128739421","iNaturalist",2022,7,29,-73.427813,-39.985267
"Saxegothaea conspicua Lindl.","126256526","iNaturalist",2022,7,11,-72.569302,-41.747193
"Saxegothaea conspicua Lindl.","122744959","iNaturalist",2019,4,12,-72.43782,-35.841504
"Saxegothaea conspicua Lindl.","118825666","iNaturalist",2022,5,26,-71.963289,-39.843007
"Saxegothaea conspicua Lindl.","111163036","iNaturalist",2022,4,8,-71.875182,-39.502126
"Saxegothaea conspicua Lindl.","109243986","iNaturalist",2022,3,9,-73.993938,-42.784762
"Saxegothaea conspicua Lindl.","108826127","iNaturalist",2010,1,31,-72.101916,-39.301483
"Saxegothaea conspicua Lindl.","108826129","iNaturalist",2010,1,31,-72.101954,-39.305004
"Saxegothaea conspicua Lindl.","108477032","iNaturalist",2022,3,12,-71.747155,-38.937287
"Saxegothaea conspicua Lindl.","108261184","iNaturalist",2009,11,29,-73.326123,-39.700088
"Saxegothaea conspicua Lindl.","108261182","iNaturalist",2009,11,29,-73.326123,-39.700088
"Saxegothaea conspicua Lindl.","108261183","iNaturalist",2019,1,19,-73.326112,-39.700092
"Saxegothaea conspicua Lindl.","107837134","iNaturalist",2019,12,7,-73.114337,-37.661048
"Saxegothaea conspicua Lindl.","107837135","iNaturalist",2019,12,7,-73.114254,-37.661222
"Saxegothaea conspicua Lindl.","107754524","iNaturalist",2003,5,1,-71.71299,-39.153718
"Saxegothaea conspicua Lindl.","107285429","iNaturalist",2022,1,19,-72.564779,-41.576894
"Saxegothaea conspicua Lindl.","106437492","iNaturalist",2019,11,27,-72.380392,-35.804177
"Saxegothaea conspicua Lindl.","106251910","iNaturalist",2022,2,4,-71.902946,-39.512348
"Saxegothaea conspicua Lindl.","104537728","iNaturalist",2021,12,31,-71.8943,-39.508652
"Saxegothaea conspicua Lindl.","102265224","iNaturalist",2021,7,16,-71.465556,-38.820774
"Saxegothaea conspicua Lindl.","104370623","iNaturalist",2013,2,21,-72.111992,-40.678521
"Saxegothaea conspicua Lindl.","104370622","iNaturalist",2013,2,21,-72.112885,-40.677514
"Saxegothaea conspicua Lindl.","101124750","iNaturalist",2021,11,13,-73.313508,-39.698953
"Saxegothaea conspicua Lindl.","99767298","iNaturalist",2021,8,15,-71.710827,-39.140708
"Saxegothaea conspicua Lindl.","99548269","iNaturalist",2021,10,24,-73.354132,-37.693299
"Saxegothaea conspicua Lindl.","98567839","iNaturalist",2021,10,9,-73.131795,-39.838729
"Saxegothaea conspicua Lindl.","98326761","iNaturalist",2021,10,15,-71.918814,-39.873252
"Saxegothaea conspicua Lindl.","95870318","iNaturalist",2021,9,22,-73.122615,-39.358737
"Saxegothaea conspicua Lindl.","94024057","iNaturalist",2016,2,20,-73.478056,-42.144713
"Saxegothaea conspicua Lindl.","92969567","iNaturalist",2014,2,2,-73.434012,-40.194219
"Saxegothaea conspicua Lindl.","92969679","iNaturalist",2014,2,6,-73.434012,-40.194219
"Saxegothaea conspicua Lindl.","90961100","iNaturalist",2021,8,11,-73.283098,-39.592617
"Saxegothaea conspicua Lindl.","89900763","iNaturalist",2021,7,31,-73.157117,-39.860839
"Saxegothaea conspicua Lindl.","89718683","iNaturalist",2017,12,16,-72.154799,-41.089574
"Saxegothaea conspicua Lindl.","89915794","iNaturalist",2021,8,4,-72.618539,-41.506843
"Saxegothaea conspicua Lindl.","73843981","iNaturalist",2021,4,12,-72.909953,-39.926919
"Saxegothaea conspicua Lindl.","E00994248","RBGE",2017,3,1,-71.798611,-39.049444
"Saxegothaea conspicua Lindl.","E00994245","RBGE",2017,3,3,-71.937222,-39.853611
"Saxegothaea conspicua Lindl.","E00994241","RBGE",2017,2,27,-73.233889,-38.578056
"Saxegothaea conspicua Lindl.","E00994240","RBGE",2017,2,27,-73.236944,-38.581944
"Saxegothaea conspicua Lindl.","E00994239","RBGE",2017,3,2,-71.852222,-39.497778
"Saxegothaea conspicua Lindl.","E00822627","RBGE",2017,3,14,-72.246111,-44.6775
"Saxegothaea conspicua Lindl.","E00822626","RBGE",2017,3,14,-72.343333,-43.623333
"Saxegothaea conspicua Lindl.","E00822531","RBGE",2017,3,22,-73.133611,-39.837778
"Saxegothaea conspicua Lindl.","E00822524","RBGE",2018,8,19,-72.389167,-42.484167
"Saxegothaea conspicua Lindl.","70070832","iNaturalist",2021,2,16,-71.734528,-39.255583
"Saxegothaea conspicua Lindl.","69792165","iNaturalist",2020,11,27,-73.070912,-39.376795
"Saxegothaea conspicua Lindl.","64716117","iNaturalist",2006,4,2,-71.968059,-39.37307
"Saxegothaea conspicua Lindl.","","",2015,12,29,-71.918647,-39.865642
"Saxegothaea conspicua Lindl.","","",2015,12,29,-71.918061,-39.867878
"Saxegothaea conspicua Lindl.","49068374","iNaturalist",2020,3,9,-73.328003,-39.697002
"Saxegothaea conspicua Lindl.","39585703","iNaturalist",2018,2,6,-71.854498,-39.481728
"Saxegothaea conspicua Lindl.","39217566","iNaturalist",2020,2,20,-73.310833,-39.703321
"Saxegothaea conspicua Lindl.","39216820","iNaturalist",2020,2,20,-73.301966,-39.697916
"Saxegothaea conspicua Lindl.","39216055","iNaturalist",2020,2,20,-73.297806,-39.700503
"Saxegothaea conspicua Lindl.","39209990","iNaturalist",2020,2,20,-73.29641,-39.699279
